dept_names,dept_index
UMH OFC/MULTICULTURAL HEALTH,1871
UMH PATHOLOGY SATELLITE SUPP,1872
UMH INFUSION CENTER - TECH,1873
UMH CLINIC - TECHNICAL,1874
LS&A NEAR EASTERN STUDIES DEPT,1875
UMBS EXECUTIVE EDUCATION,1876
FLINT SAFETY,1877
UMH COORD CHRON PAIN - PRO,1878
COCURRICULAR PROGRAMS,1879
UMH MWORKS DISABILITY MGMT,1880
LS&A MUSEUM OF PALEONTOLOGY,1881
UMH PATH HEMO/COAG UNIT UH,1882
UMH MED EQUIP OPERATING,1883
UMH LAUNDRY PRODUCTION,1884
BENEFITS - OPERATING,1885
DBN OFFICE OF THE PROVOST,1886
DBN GOVERNMENT RELATIONS,1887
UMH MEDICAL WP CENTER,1888
UMH CIDSS,1889
MOSHER JORDAN,1890
UMH RADIOLOGY-OP GEN IMAGING,1891
FLINT SOCIAL WORK,1892
UMH POD D RHEUMATOLOGY PRO,1893
FLINT EDUCATIONAL OPPORTUNITY,1894
LS&A BOTANICAL GARDENS,1895
FLINT ART,1896
UMH RECORD MGMT ARUS,1897
UMBS KRESGE LIBRARY,1898
UMH ECHOCARDIO TECHICAL,1899
UMH DIAG VASCULAR - TECH,1900
"UMH CLEMENT, FORNEY",1901
UMH MOTT HOSPITAL GALENS,1902
LS&A KELSEY MUSEUM/ARCHAEOLOGY,1903
ORTHOPAEDIC SURGERY,1904
UMH NURSE MIDWIVES,1905
PE-INTERIOR DESIGN,1906
UMH NURSING 7D CCU,1907
UMH NSG MOTT PED ICU,1908
UMH EMERGENCY SVC - TECH,1909
UMH RADIOLOGY/GU/GI/IP GEN IMA,1910
MAIS EAS-DATA DELIVERY,1911
UMH POD C PULMONARY PRO,1912
UMH NURSING PEDS/PERINATAL,1913
UMH FACILITIES PROJECTS,1914
HOUSING-SECURITY,1915
UMH PMR-MED REHAB PT,1916
UMH PSYCH INTAKE & SCHEDULE,1917
UMH MOTT RESP THERAPY,1918
DBN OFFICE OF FINANCIAL AID,1919
FLINT FINANCIAL AID,1920
SOE-STUDENT SERVICES,1921
FLINT FAC MGMT - GROUNDS MAINT,1922
LS&A INTERNATIONAL INSTITUTE,1923
LS&A LANGUAGE RESOURCE CTR,1924
LS&A ECOLOGY&EVOLUTIONARY BIO,1925
FLINT HVAC AND UTILITIES,1926
UNIV PARKING SVCS-MEDICAL CAMP,1927
UMH POD A DYSPNEA PRO,1928
UMH TRAUMA BURN ICU,1929
UMH REHAB TECHNOLOGY SVCS,1930
UMH CLINICAL LAB ADMIN,1931
UMH FAM PRACTICE - HOUSE OFCR,1932
UMH NSG 8D AND 9C,1933
UMH PSYCH CDR,1934
FIN OPS - INVESTMENT RECON,1935
GIFT ADMIN,1936
UMH MCIT BUSINESS ADM DESKTOP,1937
CTR/CLINICAL INVEST. & THER.,1938
FLINT NURSING,1939
UMH PATH O/P PHLEBOTOMY,1940
LS&A PROGRAM IN FILM AND VIDEO,1941
UMH CHRONIC HEMOD-LIVONIA,1942
UMH ENDOCRINOLOGY PROF,1943
UMH PM&R-ADMINISTRATION,1944
PSYCH SUBSTANCE ABUSE,1945
FLINT VICE-CHANCELLOR/ADMIN,1946
UMH PREVENTIVE CARDIO - TECH,1947
UMH ORTHOPAEDIC SOUTH PRO,1948
UMH ST. MARYS NNP CONTRACT,1949
FLINT FAC MGMT- CUSTODIAL SVCS,1950
UMH CHRONIC HEMODIAL - TECH,1951
UMH MCIT BUSINESS ADMIN,1952
UMH CHIEF OF CLINICAL AFFAIRS,1953
UMH PM&R-OCCUP THER-UH,1954
UMH BRIARWOOD PEDS SPEC PROF,1955
FLINT AFFIRMATIVE ACTION,1956
UMH INT MED POD D PROF,1957
MAIS EAS - ACCESS SERVICES,1958
UMH MAT'L SVCS-CONTRACTS&PROC,1959
LIFE SCIENCES INSTITUTE-ADMIN,1960
UMH MELANOMA PROF CANCER CTR,1961
DBN SCH OF ED-CHILD DEV CENTER,1962
OFC PROVOST & EXEC VP ACAD AFF,1963
UMH ENTL-TRANSFER CNTR,1964
UMH BILL THIRD PARTY COLLECT,1965
LS&A ASIAN LANGUAGES & CULTURE,1966
DBN COL OF ENG-INDUST & SYS EN,1967
GRADUATE EDUCATION,1968
UMH YPSI HC - CORE,1969
WUOM/MICHIGAN RADIO,1970
UMH MANAGED CARE OPERATIONS,1971
CAREER PLANNING AND PLACEMENT,1972
UMH POD D GI LUMIN PRO,1973
OFFICE OF CORPORATE COMPLIANCE,1974
NAVAL ARCH & MARINE DEPT,1975
CENTER FOR PROFESSIONAL DEVEL.,1976
DEVELOPMENT MAJOR GIFTS PRGM,1977
PSYCH HOSPITAL SERVICES,1978
UMH ACCOUNTING OFFICE,1979
CPS- CENTER FOR POLITICAL,1980
FLINT ECONOMICS,1981
REGISTRAR'S OFFICE,1982
UMH RADIOLOGY-ULTRASOUND,1983
UMH MCIT CLINICAL BUSINESS II,1984
UMH AMB CARE ADMIN-EAST,1985
LAB/SCIENTIFIC COMPUTATION,1986
UMH MCIT CLINICAL DESKTOP,1987
MAIS HR CPU,1988
MAIS TIO-SYSTEM SUPPORT,1989
UMH MOLECULAR DIAGNOSTICS,1990
UMH RADIOLOGY-CENTRAL SVC,1991
UMH MCIT CLINICAL BUSINESS I,1992
UMH OTHER H.O. EMERGENCY,1993
SEXUAL ASSAULT PREV AND AWARE,1994
UMH PRE & POST TRANSPLANT,1995
FLINT BUSINESS OPERATIONS,1996
UMH E&M - PRO BRIARWOOD 2,1997
PSYCH VAMC,1998
UMH GSA CHELSEA CLINIC PROF,1999
UMH PURCHASING,2000
UMH MCIT CLINICAL SUPPORT BUS.,2001
UMH DATA MANAGEMENT,2002
UMH PSYCH ADMIN SOC WORK,2003
UMH NEUROLOGY PROF,2004
MAIS EAS - DATA ADMINISTRATION,2005
MI DIABETES RESEARCH TRAINING,2006
CENTRAL HEATING PLANT,2007
CLINIC BILLING OFC - DENTISTRY,2008
MAIS EAS - DEVELOPMENT,2009
UMH EAST AAHC GEN MED - PROF,2010
PSYCH-BEHAVIORAL MEDICINE,2011
SOE-AFFILIATES,2012
HEALTH SERVICE EDUCATION,2013
HEALTH SERVICE CLINIC SUPPORT,2014
INT MED-MOLECULAR MED&GENETICS,2015
UMH BLOOD BANK BONE MARROW,2016
UMH SPEECH-LANG,2017
LS&A EXHIBIT MUSEUM,2018
UMH NSG CAPH LEVEL 5 AND CAP6,2019
FACILITIES ELECTRICAL MAINT.,2020
UMH HEART ORGAN ACQUISITION,2021
FLINT RECREATIONAL SERVICES,2022
UMH ORTHOPAEDIC SURG PROF,2023
UMH POD C CARDIOLOGY PRO,2024
UMH OPTHY WEST BLOOMFIELD-PRO,2025
UMH MAT'L SVCS-ADMINISTRATION,2026
LS&A HEALTH SCIENCE SCHOLARS,2027
UMH RAD O/P IMAGING CLERIC,2028
MAIS US-IMP SUPPORT,2029
OFFICE OF EXECUTIVE VP & CFO,2030
UMH DEXTER FAMILY PHYS,2031
COE MATERIALS SCIENCE & ENGR,2032
UMH CARDIAC CATH LAB TECH,2033
DBN STUDENT ACTIVITIES,2034
FLINT EXTENSION&CONTINUING ED,2035
DBN CASL-PSYCHOLOGY,2036
UMH CHELSEA FAMILY MED - PROF,2037
PE-STRATEGIC SPACE PLANNING,2038
LS&A COLLEGE AUXILIARY SERVICE,2039
UMH OPHTHY BRIGHTON,2040
UMH CGC INFUSION PHARMACY,2041
UMH RADIOLOGY-MAMMOGRAPHY,2042
MAIS TIO-ADMINISTRATION,2043
UMH OPER ROOMS-HOUSEKEEPING,2044
HOUSING-ENVIRONMENTAL SVCS,2045
LS&A PLANNING&OPERATIONS-ADMIN,2046
DIGITAL LIBRARY SERVICES,2047
UMH HOWELL - PEDIATRICS,2048
FLINT COMMUNITY & BUS PARTNER,2049
UMH EAST AAHC -FAM PRAC PROF,2050
FLINT FAC MGT-ARCH & ENG,2051
CTR FOR ED TELECOMMUNICATIONS,2052
UMH AMB CARE ADMIN,2053
UMH NURSING AMB CARE ADMIN,2054
FLINT MPA PROGRAM,2055
ADMINISTRATION,2056
UMH MAT'L SVCS - MAIL ROOM,2057
RELATIONS,2058
MAIS FIN/PHYS CPU DEVELOPMENT,2059
COE SEA GRANT PROGRAM,2060
UMH PATHOLOGY - HOUSE OFFICERS,2061
BAITS,2062
UMH DERM TAUBMAN FACILITY,2063
HEALTH SVC GENERAL OPERATIONS,2064
GROUNDS - GARAGE OPERATIONS,2065
UMH SPORTS MEDICINE  PROF,2066
LS&A SLAVIC LANG & LIT DEPT,2067
UMH MCIT INFRASTRUCT/INTERFACE,2068
UMH BMID CLINIC PROF,2069
UMH TSA SUPPORT,2070
UMH MANAGED CARE ADMIN,2071
UMH SON-GI PROF CANCER CTR,2072
UMH MED REHAB SPEECH-LANGUAGE,2073
UMH PM&R PHYS THPY-MOTT,2074
ASSOC VICE PRESIDENT DEV-CDP,2075
UMH NSG 9C,2076
UMH BMG PRIMARY CARE PROF,2077
UMBS RESEARCH SUPPORT,2078
UMH UROLOGY CLINIC - TECH,2079
"DES,INV,GIFTS,GEN,PLT,AUX,TSVC",2080
LS&A MUSEUM OF ANTHROPOLOGY,2081
UMH RECORD ANALYSIS&COMPLETION,2082
COE CHEMICAL ENGINEERING DEPT,2083
UMH CHILD LIFE DEPARTMENT,2084
FLINT AFRICANA STUDIES DEPT,2085
DBN INFORMATION TECHNOLOGY SVC,2086
UMH PED EPILEPSY MONITOR,2087
UMH MEDSPORT ADMINISTRATION,2088
UMH HEMODIALYSIS PROF,2089
UMH OPHTHY EYE PLAST/NEURO-PRO,2090
FLINT DEPARTMENT OF CSESP,2091
UMBS TAUBER MAN INSTITUTE,2092
CONTINUING LEGAL EDUCATION INS,2093
FLINT FACILITIES MANAGEMENT,2094
UMH WEST AA RADIOLOGY/HLTH CTR,2095
UMH NURSING BUSINESS OPERATION,2096
UNIONS-CAMPUS INFO CENTER,2097
UMH PM&R EMG,2098
UMBS CENTER FOR INTRN'L BUS ED,2099
UMH EAST AAHC GEN PED - PROF,2100
UMH NURSING 8B GYN/ONC,2101
LS&A CTR FOR CHINESE STUDIES,2102
SOE-TECHNOLOGY SERVICES,2103
UMH OPS CLINIC OPERATIONS,2104
UMH MCIT DESKTOP CLIENT INTEGR,2105
SCIENCE LIBRARIES,2106
UMH PHYS MED&REHAB-HOUSE OFCR,2107
FLINT GRADUATE PROGRAMS,2108
UMH PEDS ADMINISTRATION,2109
FLINT CAS,2110
DBN CAMPUS SAFETY & SECURITY,2111
UMH POST TRANSPLANT SUPPORT,2112
UMH QUALITY IMPROVEMENT OPER.,2113
UMH OPER ROOM - KEC,2114
UMH DERMATOLOGY-TECH,2115
UMH GEN SURG TRANSPLT PROF,2116
SVC/STUDENTS WITH DISABILITIES,2117
UMH UROLOGY SUPPORT,2118
UMH OPHTHALMOLOGY - HOUSE OFCR,2119
FLINT EARTH & RESOURCE SCIENCE,2120
UMH MED CORRESPONDENCE,2121
UMH CANTON HC PRIM CARE SHARED,2122
PEDIATRICS-PULMONARY MEDICINE,2123
UMH SOCIAL WORK GUEST PROG,2124
UMH PSYCH OPER-PROF,2125
UMH MAT'L SVCS-CENTRAL STERILE,2126
MAIS L&A-ADMIN,2127
PSYCH ADULT AMBULATORY PROGRAM,2128
UMH PUBLIC RELATIONS & ADV.,2129
FLINT ENVIRONMENT HLTH&SAFETY,2130
UMH SAFETY MANAGEMENT SERVICES,2131
DBN RESEARCH & SPONS PROGRAMS,2132
UMH OPHTHALMOLOGY,2133
UMH RADIOLOGY-SPEC PROCED,2134
UMH VASCULAR ACCESS TEAM,2135
PSYCHIATRY DEPRESSION CENTER,2136
FLINT HISTORY,2137
UMH MSS/ISS,2138
UMH RADIOLOGY-PHYSICS/ENG,2139
LS&A MUSEUM OF ZOOLOGY,2140
UMH FINANCIAL ANALYSIS,2141
DBN SCH OF MGMT-MGMT STUDIES,2142
PEDIATRICS,2143
UMH OFFSITE ULTRASOUND,2144
MULTI-CULT PROG:TROTTER HOUSE,2145
DBN FINANCIAL SERVICES &BUDGET,2146
LS&A COMM. AND MARKETING,2147
UMH BREAST CARE CTR PRO CANCER,2148
UMH ACUTE HEMODIAL - TECH,2149
UMH MWORKS ADMINISTRATION,2150
UMH PSYCH NURSING MENTAL HLTH,2151
FLINT FAC MGT- BUILDING MAINT,2152
LS&A MICH COMMUNITY SCHOLARS,2153
SOE-CSHPE,2154
INT MED-INFECTIOUS DISEASES,2155
UMH OPHTHY GENERAL CLINIC-PRO,2156
UMH GEN SURG CLIN SUPPORT,2157
UMH CONTRACTING OFFICE,2158
LS&A HONORS PROGRAM,2159
LS&A RESEARCH AND GRAD STUDIES,2160
LS&A CTR FOR JAPANESE STUDIES,2161
GRADUATE RESEARCH,2162
UMH CRANIAL BASE PRG - TECH,2163
STUDENT ORGANIZATION ACCT SERV,2164
UMH BRIGHTON OB/GYN,2165
OFC ACAD MULTICULTURAL INIT,2166
UMH BRIARWOOD PEDS P.C. - PRO,2167
UMH SURGERY ADMIN,2168
UMH MCIT CORE IMAGE DEVELOP.,2169
UMH AUDIOLOGY - TECH,2170
UMH MED INFO ADMIN,2171
COE ELECTRICAL & COMPUTER SCI,2172
FLETCHER HALL,2173
FLINT PHYSICAL THERAPY,2174
OFC OF EXEC VP FOR MED AFFAIRS,2175
UMH CHILD C/L - SW,2176
UMH ONCOLOGY 2 PROF,2177
UMH AUSTIN SAGINAW - PRO,2178
UMH PERITONEAL DIALYSIS - TECH,2179
UMH OPHTHY GLAUCOMA CLINIC-PRO,2180
NEUROSURGERY,2181
LAW CLUB,2182
UMH CHILD I/P SW,2183
UMH SINUS CENTER,2184
UMH MOTT SPEECH-LANG PATH,2185
MAIS EAS - APPL VERSION CNTRL,2186
UMH TXP ORGAN PROCURE,2187
UMH PM&R REHAB ENGR,2188
UMH CRANIAL FACIAL - TECH,2189
UMH PLASTIC SURG - TECH,2190
UMH RADIOLOGY - HOUSE OFFICERS,2191
UMH OPHTHY RETINA CLINIC - PRO,2192
FLINT PRINT SHOP,2193
UMH CANCER CENTER ADMIN,2194
UMBS RESEARCH COMPUTING,2195
UMH NUTRITION CLINIC,2196
UMH CVIF-98042-NSA TECHNICAL,2197
UMH LIVONIA HEALTH CENTER-PROF,2198
UMH PGM & OPERATIONS ANALYSIS,2199
UMH UROLOGY CLINIC PROF,2200
UMH NUTRITION SVCS-EAAHC,2201
UMH CYTOGENETICS LAB,2202
DBN COUNSELING & SUPPORT,2203
UMH OPER ROOM-MOTT-INSTR,2204
UMH PEDS PULMONARY FUNCTION,2205
LS&A UNDERGRAD RES OPP PGM,2206
FLINT CHEMISTRY,2207
COE HUMANITIES,2208
PRGM STUDY OF COMPLEX SYSTEMS,2209
UMH FLOW CYTOMETRY LAB,2210
UMH PRE-TRANSPLANT SUPPORT,2211
UMH OPHTHALMIC PHOTOGRAPHY,2212
FLINT PURA,2213
UMH ELECTRODIAGNOSTIC LAB,2214
UMH FINANCE TRAINING PROGRAM,2215
UMH CARDIOLOGY ADMIN,2216
UMH MED SPORT-LIVONIA FACILITY,2217
MAIS TIO-APP INFRASTRUCTURE,2218
UMH MCIT BUSINESS ADMIN. BUS.,2219
UMH CARDIAC SURG CLINIC PROF,2220
UMH PSYCH CHILD OUTPT SVCS,2221
UMH ANES MOTT - TECH,2222
FLINT VICE-CHANCELLOR/INST DEV,2223
PE-SPACE INFORMATION,2224
UMH MCIT DATABASE ADMIN,2225
LS&A ADVANCED STUDY CENTER,2226
DBN NATURAL AREAS,2227
UMH OPHTHY CORNEA CLINIC-PRO,2228
UMH UA PROF/NONCLINIC,2229
UMH CONTRACTS & PROC ADMIN,2230
UMH ADULT I/P SOCIAL WORK,2231
UMH ED HO COVERAGE - PA,2232
LESBIAN GAY BISEXUAL TRANSGEND,2233
DBN MEDIA SERVICES,2234
UMH INPATIENT PHYS ASST - TECH,2235
UMH SPINE PROGRAM PROF,2236
UMH OTHER H.O. PSYCH,2237
UMH POD C CARDIOLOGY TECH,2238
LS&A COMPARATIVE LIT PROGRAM,2239
UMH OPHTHY OPTICAL SHOP - PRO,2240
LS&A LLOYD HALL SCHOLARS PRGM,2241
UMH VSA CLINIC - TECH,2242
COE GRADUATE EDUCATION,2243
UMH FRIENDS GIFT SH-OPER,2244
PSYCH MSRB/OTHER,2245
DBN CASL-PHYSICAL SCIENCES,2246
MICHIGAN UNION TICKET OFFICE,2247
LS&A SCIENCE LEARNING CTR,2248
SOE-DEVEL/ALUMNI RELATIONS,2249
UMH NURSING - CARDIOLOGY/MED,2250
STORES - PRIME CONTRACTS,2251
UMH PSYCH GEN O/P SVCS-SW,2252
OPTICAL IMAGING SERVICES,2253
UMH RECOVERY RM-RADIOLOGY,2254
UMH EAST AAHC MED PED - PROF,2255
PE-INFORMATION TECHNOLOGY,2256
BUSINESS & FINANCE NETWORK SVC,2257
UMH JAPANESE HEALTH INITIATIVE,2258
UMH MFIT EMPLOY WELLNESS PROG,2259
UMH CHELSEA - INT MED,2260
UMH OPHTHY LIV CLIN - TECH,2261
UMH NEUROSURG - TECH,2262
UMH OPHTHALMOLOGY PROSTHESIS,2263
UMH MWORKS EMPLOY ASSIST PRGM,2264
UMH SURG/NECROPSY TRANS,2265
UMH GME-ALLIED HEALTH EDUC,2266
UMH TRANSPLANT ADMIN,2267
UMH MOTT HOSPITAL,2268
DEVL CORP/FOUNDATION RELATIONS,2269
UMH MFIT HEALTH ED RES CTR,2270
UMH CHELSEA-INTMED SPECIAL,2271
UMH VESTIBLR TEST - TECH,2272
DBN PRGM FOR ACADEMIC SUPPORT,2273
UMBS BUS INDUST & ADMIN DIV,2274
LS&A CTR GREAT LAKES & AQUATIC,2275
UMH BRIGHTON MULTI. SPECIALTY,2276
OSCR,2277
UMH BMG SPECIALTY - TECHNICAL,2278
UMH ART LAB,2279
MHC MHMC,2280
UMH ANES UH - TECH,2281
OFFICE OF RESEARCH - DENTISTRY,2282
UMH CRC-PATIENT CARE/PEDS,2283
LS&A CTR M EAST&N AFR STUDIES,2284
UMH EYE PLAS/NEURO PROF,2285
MAIS EAS - SUPPORT SERVICES,2286
UMH PHOTOCHEM/PSORIASIS SVCS,2287
LS&A JUDAIC STUDIES PROGRAM,2288
UMH DERM ST JOE CLINIC,2289
ASSOC DEAN GRAD PGM&FACILITIES,2290
MAXILLOFACIAL SURGERY,2291
UMH VSA CLINIC PROF,2292
OFC OF BUDGET ADMINISTRATION,2293
UMH PULMONARY REHAB,2294
UMH BRIARWOOD PEDS P.C. - TECH,2295
HEALTH SERVICE,2296
UMH FINANCIAL SVCS & BENCHMARK,2297
UMH PMR-MED REHAB OT,2298
UMH FACIAL COSMETIC SURG PROF,2299
FLINT UCEN-OPERATIONS,2300
UMH GYN ONC PROF,2301
UMH KIDNEY ORG ACQUISITION,2302
UMH OPTHY BILLING - TECHNICAL,2303
UMH GEN THORACIC NONCLINIC,2304
UMH INT MED POD A PROF,2305
LS&A LATIN AMER&CARRIB STUDIES,2306
UMH MOTOR MEALS F.A.N.S.,2307
UMH OPHTHY PEDIATRIC CLINIC-PR,2308
UMH SUPPLY CHAIN PROCESS IMPVM,2309
UMH CAPITAL,2310
UMH PMR UH PROF,2311
UMH MFIT CORP ADMIN,2312
UMH SPEECH PATHOLOGY,2313
UMH TACU  - NURSING,2314
UMH FETAL HEART PGM VIF98090,2315
TAX RESOURCES & REPORTING,2316
UMH BRIARWOOD PEDS SPEC CORE,2317
UMH AMB CARE-HUMAN RESOURCES,2318
MAJOR EVENTS,2319
MAGNETIC RESONANCE IMAGING FAC,2320
COE NUCLEAR & RADIO SCIENCE,2321
HOUSING-FACILITIES ADMIN,2322
MAIS US - USER INFORMATION,2323
UMH TEMPORARY RESOURCE POOL,2324
NON PTO - OPERATING,2325
MEDICAL & DISEASE MGMT PTO,2326
UMH ANES OB - TECH,2327
UMH PLASTIC PEDS PRO,2328
AIR FORCE OFFICER EDUCATION PG,2329
MAIS EAS-SPECIAL DEVELOP,2330
COE AEROSPACE ENGINEERING,2331
UMH MFIT SMOKE FREE ENVIRON.,2332
UMH MFIT FORD ROMEO ENGINE,2333
UMH NEUROSURGERY SUPPORT,2334
ART & ARCH CUSTODIAL DEPT,2335
UMH PM&R RPSW-UH,2336
UMH LAUNDRY ADMINISTRATION,2337
UMH PM&R - OT MOTT,2338
UMH CARDIOLOGY PROF,2339
UMH GEN THORACIC SURG - TECH,2340
FLINT MATERIALS SERVICES,2341
UMH PSYCH BUS OFFICE,2342
DBN CASL-SOCIOLOGY & ANTHROPOL,2343
COE MACROMOLECULAR SCI & ENGR,2344
COE CENTER FOR ERGONOMICS,2345
UMH HEALTH SYSTEM PLANNING,2346
UMH GENERAL SURGERY NONCLINIC,2347
UMH RADIOLOGY - ENG. SERVICES,2348
UMH PED SURGERY PROF,2349
UMH PSYCHOLOGY TRAINING PGM,2350
UMH HEMOPHILIA/COAG PROGRAM,2351
REFUSE & RECYCLING,2352
STUDENT THEATRE ARTS COMPLEX,2353
UMH TBE CLINIC PROF,2354
UMH PSYCH SW CONTR & OTHER,2355
UMH CARDIOVASCULAR CTR ADMIN,2356
UMH MEDSPORT BRIGHTON - PRO,2357
MLSC-CORE TECHNOLOGY ALLIANCE,2358
UMH ORAL SURGERY CLINIC,2359
UMH RADIOLOGY ADMIN,2360
UMH PLASTIC SURGERY PROF,2361
UMH PM&R ADMIN-MOTT,2362
DBN PHYSICAL PLANT-GROUND MAIN,2363
COE AUTOMOTIVE RESEARCH CENTER,2364
UMHHC HUMAN RESOURCES SPECIAL,2365
UMH CATS - PROFESSIONAL,2366
MAIS L&A-LEADERSHIP,2367
UMH POD A CARDIOLOGY PRO,2368
HOUSING-POUND HOUSE,2369
UMH AMB CARE-INFRASTRUCTURE,2370
UMH LIVER ORGAN ACQUISITION,2371
"COE ATM, OCEANIC & SPACE SCI.",2372
PREDOCTORAL ADMISSIONS-DENTIST,2373
UMH ANES. ACUTE PAIN NURSES,2374
STORES - ADMINISTRATION,2375
UMH NECROPSY SUITE/MEDICOLEGAL,2376
UMH MCIT MVS APPLICATIONS,2377
MAIS FINANCIAL/PHYSICAL CPU,2378
UMH PROFESSIONAL FEE ADMIN,2379
LS&A ORGANIZATIONAL STUDIES,2380
UMH TAUBMAN CMS CLINIC,2381
UMH PREVENT CARDIOLOGY PROF,2382
UMBS STUDENT SERVICES,2383
UMH OPHTHY CONTACT LENS - PRO,2384
COE CIVIL & ENVIRONMENTAL ENGR,2385
UMH MFIT GM LIVONIA,2386
STUDENT ORGANIZATIONS,2387
UMH CHILD RESIDENT EDUC.,2388
OFC OF ED RESOURCES/RESEARCH,2389
DEVELOPMENT SYSTEMS SERVICES,2390
STUDENT LEGAL SERVICES,2391
UMH CATS,2392
UMH PHOTOPHERSIS CENTER,2393
UMH OB/GYN CLINIC SVC - TECH,2394
FLINT SERVICE LEARNING,2395
UMH UNRELATED BONEMARROW,2396
UMH MEDSPORT BRIGHTON-SUPPORT,2397
LS&A CTR FOR EUROPEAN STUDIES,2398
UMH ASST DIR - OPERS I,2399
COE NAVAL ARCH & MARINE DEPT,2400
ASSOC VP DEV - MGMT & ADMIN,2401
HOUSING-FAMILY HOUSING ADMIN,2402
LS VALUES AND SOCIETY PROJECT,2403
LS&A KOREAN STUDIES PROGRAM,2404
DBN CASL-FOREIGN LANGUAGES,2405
UMH VIROLOGY LAB,2406
TOWSLEY CENTER ACTIVITIES,2407
UMH POD D ALLERGY PRO,2408
MAIS EAS-ADMINISTRATION,2409
UMH CONTRACT FOOD SERVICE PGMS,2410
UMH PSYCH CONTR & OTHER,2411
INFO. TECH. CENTRAL SERVICES,2412
UMH NEUROLOGY STOKE PROGRAM,2413
UMH PRSA SUPPORT,2414
HOUSING-ADMIN CENTRAL OFFICE,2415
FLINT PURCHASING,2416
UMH INTERVENTIONAL NEPH - TECH,2417
UMH CHILD LIFE GIFTS,2418
LS&A RUSSIAN & E EURO STUDIES,2419
UMH AMB CARE-ADMIN-SPLIT FUND,2420
UMH AV: PSY/VAS SURG 98.077,2421
UMH MFIT A2 ICE CUBE FIT CTR,2422
UMH PSYCH MOOD & ANXIETY,2423
UMH PM & R O/P TECH CLINIC,2424
UMH OPHTHY YPSI PEDIATRIC-PRO,2425
HLTH SVCS RESEARCH INITIATIVE,2426
UMH VSA PROF/NONCLINIC,2427
FLINT WOMEN'S EDUCATIONAL CTR,2428
UMH BMG AUDIOLOGY,2429
UMH AMB CARE ADMIN CENTRAL,2430
UMBS COMPUTING SERVICES,2431
LS&A COMP STUDY/SOC TRANSFORM.,2432
UMH DIABETIC CARE UNIT TECH,2433
UMH NEUROLOGY - TECH,2434
HOUSING-RESIDENCE EDUCATION,2435
LS&A HUMANITIES INSTITUTE,2436
UMBS  COMMERCE PARK,2437
UMH O & P NETWORK PLUS,2438
UMH ORTHOPAEDIC SURG - TECH,2439
HOUSING-MAINTENANCE,2440
UMH LIVONIA ALLERGY SINUS-TECH,2441
UMH POD D ENDO/METABOLISM PRO,2442
LS&A CTR FOR S ASIAN STUDIES,2443
UMH CARDIOVASCULAR MARKETING,2444
UMH OPHTHY INPT CONSULTS - PRO,2445
UMH COMMUNITY HEALTH,2446
UMH OTHER H.O. MEDICINE,2447
ASSOC VICE PRESIDENT DEV-SCP,2448
FLINT CTR/ENVIRONMENTAL RSCH,2449
LS&A UIR:UROP IN RESIDENCE,2450
UNIONS-DESK,2451
UMH ULTRASTRUCTURAL PATH,2452
UMH GENDER PROGRAM,2453
UMH CARDIAC SURG NONCLINIC,2454
UMH PEDIATRIC SURG - TECH,2455
UMH PRSA PROF/NONCLINIC,2456
LIFE SCIENCES INSTITUTE,2457
UMH OPHTHY CLINIC CONTROL,2458
UMH PMR MED REHAB DT PROF,2459
UMH PED TK TECH VIF 98.075,2460
UMH WOMENS HEALTH PROGRAM,2461
LS&A CTR FOR SE ASIAN STUDIES,2462
UMH BURN LABORATORY,2463
COE INDUSTRIAL OPERATIONS,2464
A. ALFRED TAUBMAN CA&UP ADM,2465
UMH OPTHY OCCUP THERAPY,2466
COE UNDERGRADUATE EDUCATION,2467
UNIONS-BOARD,2468
UMH ORTHO SURG PROF CANCER CTR,2469
UMH CARDIAC SURG CLINIC FAC,2470
UMH SR. ASSOC DIR & CFO,2471
UMH OB-GYN ADMIN.,2472
UMH POD D LIVER MANAGEMENT PRO,2473
UMH NEURO ADMIN/TRAIN PROG,2474
UMH RADIATION ONC-FOOTE,2475
DEVELOPMENT-PHONE CENTER,2476
FLINT RESEARCH AND FACULTY DEV,2477
UMH DERM ADMIN (TRANS/RECORDS),2478
UMH POD A RHEUMATOLOGY PRO,2479
UMH FAMILY MED CDS ADMIN,2480
UMH GEN THORACIC SURG PROF,2481
DBN COLLEGE OF ENG-IDP,2482
UMH OPHTHALMOLOGY CLINIC-ADMIN,2483
UMH PATIENT FOOD SVCS - MCHC,2484
UMH ENVIRONMENTAL SVCS-EVE,2485
LS&A DEPARTMENT OF LINGUISTICS,2486
ELEC ENGR & COMP SCI,2487
ITCS-INFO TECH CENTRAL SRVS,2488
PROGRAM IN THE ENVIRONMENT,2489
UMH ENVIRONMENTAL SVCS - DAYS,2490
BUS SCH DEVEL & ALUM RELATIONS,2491
HOUSING MNG OPS-DINING SERVICE,2492
BUS SCH COMPUTING SERVICES,2493
UMH SURGERY - HOUSE OFFICERS,2494
LS&A SWEETLAND WRITING CENTER,2495
MED ED/TOWSLEY CTR ACTIVITIES,2496
CITI-CENTER FOR IT INTEGRATION,2497
UMH QI - CORPORATE,2498
UMH ENVIRONMENTAL SVCS - ADMIN,2499
UMH PR&MC/INTERACTIVE MKTG,2500
STRATEGIC PROCUREMENT TEAM,2501
LIBRARY MONOGRAPHS & CATALOG,2502
